Code;Libellé;Part des effectifs des commerces, transports, services divers 2023;Population municipale 2022;Nombre d'établissements 2023;Densité de population (historique depuis 1876) 2022;Taux d'activité par tranche d'âge 2022;Médiane du niveau de vie 2021;Part des effectifs de l'industrie 2023;Part des effectifs de la construction 2023
88454;Sercœur;0,0;224;5;24.4;75.3;21920;16.7;0,0
88455;Serécourt;0,0;100;5;7.3;75.4;21960;0,0;66.7
88456;Serocourt;0,0;83;2;7.5;84.9;N/A - secret statistique;0,0;0,0
88457;Sionne;0,0;141;2;12,0;78.2;21340;62.5;0,0
88458;Socourt;0,0;282;2;73.2;79.1;24620;36.4;0,0
88459;Soncourt;28.6;43;4;11,0;82.1;N/A - secret statistique;0,0;0,0
88460;Soulosse-sous-Saint-Élophe;28.8;653;16;33.8;79.9;22600;15.1;32.9
88461;Suriauville;20,0;200;8;14.9;76.7;22530;5,0;25,0
88462;Le Syndicat;62.1;1859;53;101.6;79.8;22900;19.5;9.7
88463;Taintrux;14.7;1450;20;45.8;75.8;24380;30.5;28.4
88464;Tendon;7.4;504;11;23.1;73.1;23660;7.4;18.5
88465;Thaon-les-Vosges;34.9;8433;252;297.3;76.1;21080;36.6;9.4
88466;They-sous-Montfort;50,0;123;6;12,0;69.5;23330;0,0;10,0
88467;Thiéfosse;4.6;583;13;76.5;77.5;20540;70.1;10.3
88468;Le Thillot;38.1;3198;120;211.2;73.1;19090;15,0;4.3
88469;Thiraucourt;0,0;100;3;33.1;73.3;22200;0,0;14.3
88470;Le Tholy;10.5;1495;44;48.6;75.9;22760;65.4;5.2
88471;Les Thons;0,0;97;2;9.6;62.8;19730;0,0;0,0
88472;Thuillières;0,0;111;2;14.6;66.2;25200;0,0;0,0
88473;Tignécourt;0,0;82;5;4.3;74.4;N/A - secret statistique;16.7;0,0
88474;Tilleux;0,0;71;1;18.3;76.7;N/A - secret statistique;0,0;0,0
88475;Tollaincourt;0,0;117;5;8.3;83.3;21140;76.2;0,0
88476;Totainville;0,0;114;2;22.8;78.7;24000;0,0;33.3
88477;Trampot;0,0;101;6;7.7;85.4;N/A - secret statistique;0,0;0,0
88478;Tranqueville-Graux;0,0;89;2;6,0;70.2;N/A - secret statistique;0,0;0,0
88479;Trémonzey;53.3;235;4;25.9;81.6;19240;0,0;20,0
88480;Ubexy;0,0;169;4;33.7;82.7;20840;0,0;42.9
88481;Uriménil;31.7;1326;19;84.9;81.5;21920;4.8;1.6
88482;Urville;0,0;55;5;13.7;82.5;N/A - secret statistique;0,0;25,0
88483;Uxegney;30.3;2249;42;251.6;77.8;24530;37.4;6.3
88484;Uzemain;17,0;1050;24;38.5;78.3;22720;46.8;6.4
88485;La Vacheresse-et-la-Rouillie;38.5;128;6;13.7;88.5;23290;7.7;0,0
88486;Vagney;41.4;3873;123;155.5;77.7;22420;27.8;10.6
88487;Le Val-d'Ajol;35.4;3873;119;52.8;78.3;20800;28.3;10.1
88488;Valfroicourt;0,0;229;12;16.6;84.4;22180;18.2;18.2
88489;Valleroy-aux-Saules;42.9;256;6;50.9;77,0;23470;0,0;28.6
88490;Valleroy-le-Sec;0,0;186;6;31.7;81.5;24270;13.6;0,0
88491;Les Vallois;12.5;124;5;23.6;69.6;21210;0,0;0,0
88492;Le Valtin;75.6;74;14;3.8;88.9;N/A - secret statistique;0,0;0,0
88493;Varmonzey;0,0;24;3;9.3;75,0;N/A - secret statistique;0,0;0,0
88494;Vaubexy;0,0;121;1;18.6;73.5;18420;0,0;0,0
88495;Vaudéville;31.2;195;4;60.6;83.3;24720;6.2;0,0
88496;Vaudoncourt;40,0;151;5;26.6;84.5;23750;10,0;20,0
88497;Vaxoncourt;36.4;502;6;59.5;80.7;22790;0,0;0,0
88498;Vecoux;7.8;863;13;63.5;80,0;23810;77.9;4.5
88499;Velotte-et-Tatignécourt;76.5;159;6;29.7;78.7;22270;0,0;5.9
88500;Ventron;26.5;839;28;33.6;76,0;21910;20.4;31.9
88501;Le Vermont;0,0;73;2;16.6;67.6;N/A - secret statistique;0,0;0,0
88502;Vervezelle;33.3;117;3;60.9;74,0;25980;0,0;33.3
88503;Vexaincourt;0,0;147;5;12.9;62,0;21190;8.3;0,0
88504;Vicherey;30.6;158;14;26.9;69,0;19810;4.1;0,0
88505;Vienville;0,0;120;4;35.5;72.4;20950;0,0;0,0
88506;Vieux-Moulin;18.2;321;6;82.5;74.3;21530;45.5;0,0
88507;Villers;0,0;189;4;38,0;71.8;24960;0,0;25,0
88508;Ville-sur-Illon;2.9;513;15;28.7;77.5;23190;0,0;3.9
88509;Villoncourt;0,0;100;3;15.6;85.5;N/A - secret statistique;71.4;0,0
88510;Villotte;0,0;119;3;14.5;76.5;20850;0,0;0,0
88511;Villouxel;0,0;86;1;18.5;72.5;N/A - secret statistique;0,0;0,0
88512;Viménil;0,0;235;3;29.2;81.2;22700;0,0;0,0
88513;Vincey;20.6;2073;43;161.8;76.3;20840;17.7;31.7
88514;Viocourt;8.3;165;6;34.7;80.6;22090;25,0;0,0
88515;Vioménil;0,0;153;3;6.5;74.2;19120;28.6;14.3
88516;Vittel;30.9;4766;266;197.5;75.4;24530;31.2;6.1
88517;Viviers-le-Gras;9.1;182;7;20.1;67.3;22410;9.1;0,0
88518;Viviers-lès-Offroicourt;N/A - division par 0;27;0;6,0;92.9;N/A - secret statistique;N/A - division par 0;N/A - division par 0
88519;La Voivre;69.7;656;15;111.9;76.3;24970;7.9;10.5
88520;Les Voivres;19.2;285;9;22.2;76.7;19310;69.9;1.4
88521;Vomécourt;65,0;258;8;36.7;81.4;21120;0,0;10,0
88522;Vomécourt-sur-Madon;0,0;68;2;19.3;76.2;N/A - secret statistique;0,0;0,0
88523;Vouxey;0,0;169;4;7.3;79.2;21050;16.7;16.7
88524;Vrécourt;16.7;349;13;28,0;76.8;21830;11.1;11.1
88525;Vroville;0,0;133;2;19.5;75.3;23540;0,0;33.3
88526;Wisembach;83.6;428;14;37.9;76.1;20900;0,0;1.6
88527;Xaffévillers;0,0;133;1;15.8;78.8;19390;0,0;0,0
88528;Xamontarupt;0,0;152;2;30.4;78.9;24820;0,0;0,0
88529;Xaronval;75,0;108;3;20.6;72.7;22370;0,0;0,0
88530;Xertigny;43.6;2572;87;51.2;71.7;20540;20.4;4.4
88531;Xonrupt-Longemer;65.4;1475;67;48,0;76.2;24300;14.2;7.9
88532;Zincourt;60,0;76;6;17,0;73.7;N/A - secret statistique;0,0;20,0
89002;Aigremont;33.3;71;2;10.4;90.9;N/A - secret statistique;0,0;0,0
89003;Montholon;26.3;2730;89;54.5;76.9;23160;17.1;16,0
89004;Aisy-sur-Armançon;0,0;236;5;13.1;73.6;19960;33.3;0,0
89005;Ancy-le-Franc;30.9;837;37;42.6;75.8;20190;15.9;8.3
89006;Ancy-le-Libre;0,0;141;2;6.5;77.1;23440;0,0;0,0
89007;Andryes;13.6;445;10;14.9;76,0;21870;9.1;27.3
89008;Angely;0,0;152;4;17.6;64.7;22920;0,0;0,0
89009;Annay-la-Côte;30,0;340;3;26.3;82.5;24900;0,0;20,0
89010;Annay-sur-Serein;5,0;203;10;7.5;78.2;23350;15,0;0,0
89011;Annéot;0,0;115;2;18.8;86.3;27990;0,0;0,0
89012;Annoux;0,0;84;2;9.4;72.2;N/A - secret statistique;0,0;0,0
89013;Appoigny;45.9;3133;146;141.8;75.4;23740;18.9;20.1
89014;Arces-Dilo;13.8;612;14;22.6;77.7;21460;9.2;5.7
89015;Arcy-sur-Cure;50.8;482;15;18.3;80,0;21550;0,0;32.8
89016;Argentenay;0,0;79;3;15.6;76.6;N/A - secret statistique;33.3;41.7
89017;Argenteuil-sur-Armançon;15.4;224;9;7.3;71.7;22730;28.2;10.3
89018;Armeau;75,0;759;9;73.6;79.4;22500;0,0;0,0
89019;Arthonnay;0,0;150;5;5.9;80.8;19140;28.6;0,0
89020;Asnières-sous-Bois;8.3;114;4;6.4;74.5;24180;66.7;0,0
89021;Asquins;0,0;297;7;13.7;83.3;22760;0,0;46.7
89022;Athie;86.7;134;4;27.3;84.6;23100;0,0;0,0
89023;Augy;23.8;963;24;190.7;76,0;22710;17.5;3.1
89024;Auxerre;40.9;35236;1691;705.4;72,0;20340;7,0;2.6
89025;Avallon;49.1;6346;393;237.2;67.9;19840;18.8;1.3
89027;Bagneaux;22.2;201;4;12.4;70.3;22890;0,0;22.2
89028;Baon;50,0;62;2;7.2;67.4;N/A - secret statistique;0,0;0,0
89029;Bassou;2.5;875;16;214.5;81.3;23170;90.8;1.8
89030;Bazarnes;40.7;414;20;21.4;81.3;21920;18.7;30.8
89031;Beaumont;0,0;620;4;94.7;82,0;22590;56.5;0,0
89032;Beauvilliers;0,0;71;1;11.4;76.6;N/A - secret statistique;0,0;0,0
89033;Beauvoir;35.3;394;11;58.6;81.8;24330;0,0;29.4
89034;Beine;20.6;444;33;20.6;83.5;25240;0,0;1.1
89035;Bellechaume;22.2;437;6;17.8;78,0;22120;0,0;22.2
89036;La Belliole;14.3;220;3;25.9;68.7;23710;0,0;0,0
89037;Béon;14.3;524;9;34,0;78.5;23400;14.3;33.3
89038;Bernouil;50,0;116;8;25.5;91.5;25280;0,0;0,0
89039;Béru;5.7;75;12;14.5;84.6;N/A - secret statistique;0,0;0,0
89040;Bessy-sur-Cure;0,0;185;2;17.6;88.8;22760;0,0;0,0
89041;Beugnon;0,0;286;5;37.1;72.8;23150;0,0;9.1
89042;Bierry-les-Belles-Fontaines;0,0;154;5;5.7;79,0;22700;0,0;0,0
89043;Blacy;0,0;99;2;10.9;73.2;N/A - secret statistique;0,0;0,0
89044;Blannay;7.7;100;4;13.8;73.8;22640;0,0;23.1
89045;Bleigny-le-Carreau;44.4;282;4;27.4;81.2;24490;0,0;0,0
89046;Bléneau;41.6;1146;46;29.1;68.8;20190;25.8;9.5
89048;Bœurs-en-Othe;0,0;337;9;15.1;73.7;20340;0,0;12.5
89049;Bois-d'Arcy;0,0;23;1;6.6;86.7;N/A - secret statistique;0,0;0,0
89050;Bonnard;7.8;907;9;225.6;78.1;22520;58.8;7.8
89051;Les Bordes;0,0;553;8;29.6;77.8;23900;13,0;17.4
89053;Branches;0,0;435;8;39.6;80.8;23940;23.8;19,0
89054;Brannay;68.6;778;11;72,0;78.8;22320;5.7;2.9
89055;Brienon-sur-Armançon;17.5;3060;63;118.3;70.9;19430;16.5;2,0
89056;Brion;28.6;614;9;37.2;76.9;24050;0,0;0,0
89057;Brosses;0,0;278;5;13.9;81.5;21610;0,0;0,0
89058;Bussières;40,0;114;4;9.8;81.5;21220;0,0;0,0
89059;Bussy-en-Othe;15.7;696;16;12.3;70.2;22630;2,0;2,0
89060;Bussy-le-Repos;66.7;455;6;19.1;83.5;23030;0,0;11.1
89061;Butteaux;19.4;255;10;33.8;80.8;22340;6.5;35.5
89062;Carisey;9.2;375;6;33.2;75.4;23000;1.5;4.6
89063;La Celle-Saint-Cyr;38.5;842;23;45.3;82.8;23100;0,0;12.8
89064;Censy;0,0;54;4;11.1;93.7;N/A - secret statistique;0,0;0,0
89065;Cérilly;55.6;50;3;6.9;80,0;N/A - secret statistique;0,0;0,0
89066;Cerisiers;20.3;1002;32;38.9;79.2;22040;36.8;13.7
89067;Cézy;24.5;1081;16;67.5;75.8;22180;17,0;22.6
89068;Chablis;35.9;2151;228;55.4;79.6;24490;10,0;3.5
89069;Chailley;0.6;525;17;31.8;78.1;22120;86.3;1,0
89071;Chamoux;25,0;95;3;13.7;70.6;22310;0,0;0,0
89072;Champcevrais;14.8;311;9;9.5;62.1;21640;0,0;0,0
89073;Champignelles;39.5;896;42;16.8;67.7;20340;8.8;20.2
89074;Champigny;33.3;2127;44;100,0;77.3;22720;33.9;15.2
89075;Champlay;60,0;757;10;35.9;76.2;22710;7.1;12.9
89076;Champlost;15.4;779;13;34,0;80.8;23550;3.8;3.8
89077;Champs-sur-Yonne;36.3;1534;43;349.4;78,0;23650;12.2;7.8
89079;Chamvres;11.8;656;11;117.6;78.4;24610;0,0;23.5
89080;La Chapelle-sur-Oreuse;0,0;668;12;37.3;83.4;24990;4,0;18.7
89081;La Chapelle-Vaupelteigne;0,0;92;10;18.3;95.9;N/A - secret statistique;2.1;0,0
89083;Charbuy;29.6;1870;25;79.9;77.7;26570;7.1;6.1
89084;Charentenay;47.1;286;5;19.5;81,0;19380;0,0;11.8
89085;Charmoy;13.9;1108;11;157.8;75.2;21840;16.7;5.6
89086;Charny Orée de Puisaye;34.7;4854;183;21.1;73.8;21710;26,0;11.3
89087;Chassignelles;28.6;300;5;23.1;70.9;20900;0,0;14.3
89088;Chassy;62.3;475;10;28.9;82.2;24530;0,0;3.3
89089;Chastellux-sur-Cure;11.1;131;4;12.4;81.7;21950;0,0;55.6
89091;Châtel-Censoir;19.8;565;12;22.9;66,0;20010;0,0;0,0
89092;Châtel-Gérard;0,0;199;2;6.5;72.4;22760;0,0;0,0
89093;Chaumont;33.3;659;8;76.3;74.4;23360;29.2;8.3
89094;Chaumot;8.2;701;12;47.2;76.7;23240;0,0;2.1
89095;Chemilly-sur-Serein;28.9;134;16;10.3;80.6;25990;2.2;4.4
89096;Chemilly-sur-Yonne;19.2;895;20;156.5;76.9;24260;66.2;7.8
89098;Cheney;0,0;234;7;39.3;77.8;24170;0,0;1,0
89099;Cheny;20.1;2231;29;229.5;73.2;20850;39.6;10.8
89100;Chéroy;27.1;1763;36;167.6;77.4;21970;9.6;4.2
89101;Chéu;8.3;532;14;69.9;80.6;20980;62.8;0,0
89102;Chevannes;16.8;2145;31;91.1;78,0;25090;6.1;9.2
89104;Chichée;3.1;299;31;15.9;79.9;25860;0,0;0,0
89105;Chichery;33.3;434;5;64,0;75.4;24740;0,0;0,0
89108;Chitry;13,0;348;27;22.9;80.6;24080;17.4;2.9
89111;Les Clérimois;0,0;298;3;23.6;73,0;24600;0,0;0,0
89112;Collan;72.1;156;9;11.9;77.7;21770;0,0;0,0
89113;Collemiers;9.1;661;14;61.8;76.8;25380;38.2;29.1
89115;Compigny;25,0;182;4;23.4;85.7;23740;0,0;0,0
89116;Cornant;50,0;364;6;71.9;77.1;23700;0,0;0,0
89117;Coulangeron;0,0;214;2;25.1;85.3;22470;0,0;0,0
89118;Coulanges-la-Vineuse;18.2;787;21;74.3;75.8;23360;0,0;7.1
89119;Coulanges-sur-Yonne;16.9;506;21;47.8;72.1;20360;7.4;3.4
89120;Coulours;0,0;140;2;8,0;76.5;21860;0,0;0,0
89122;Courgenay;20.7;565;13;18.9;73.7;21290;0,0;24.1
89123;Courgis;17.1;241;25;24,0;81.2;27460;0,0;0,0
89124;Courlon-sur-Yonne;34.4;1191;24;71.2;75.6;23520;2.1;41.7
89125;Courson-les-Carrières;23.6;895;33;26.2;74.5;21090;17.4;3.7
89126;Courtoin;71.4;35;5;5.7;77.3;N/A - secret statistique;0,0;0,0
89127;Courtois-sur-Yonne;14.6;783;19;182.5;70.1;24680;0,0;12.7
89128;Coutarnoux;37.5;131;6;15.1;76.9;23500;0,0;0,0
89129;Crain;10,0;411;5;41.5;75.6;21100;65,0;0,0
89130;Deux Rivières;68.2;1272;26;40,0;78,0;21520;2.7;4.5
89131;Cruzy-le-Châtel;47.8;224;10;3.8;70.1;21110;0,0;4.3
89132;Cry;14.3;159;5;14.2;74.4;20030;71.4;0,0
89133;Cudot;35.7;392;9;20.5;78.9;21250;14.3;7.1
89134;Cussy-les-Forges;80.4;328;13;24.1;79.8;22660;0,0;0,0
89136;Cuy;66.9;863;20;123.8;78.4;23020;9.9;1.7
89137;Dannemoine;60.9;458;9;44.6;81.9;22480;0,0;8.7
89139;Diges;8.5;1059;20;29.5;79,0;24010;2.1;27.7
89141;Dissangis;0,0;119;2;16.2;75.9;22030;0,0;0,0
89142;Dixmont;16.7;898;12;21.3;79.3;22260;0,0;43.3
89143;Dollot;19.4;326;7;21.3;80.5;23550;0,0;0,0
89144;Domats;27.9;795;17;32.9;81.9;23120;13.1;0,0
89145;Domecy-sur-Cure;43.6;406;13;19.7;76.7;20930;14.9;30.7
89146;Domecy-sur-le-Vault;0,0;85;3;13.7;90,0;N/A - secret statistique;0,0;0,0
89147;Dracy;0,0;237;3;10.8;76.9;22210;0,0;0,0
89148;Druyes-les-Belles-Fontaines;12.5;273;15;6.9;74.2;23230;12.5;29.2
89149;Dyé;50,0;188;2;11.1;88.9;22140;0,0;0,0
89150;Égleny;4.7;451;7;56.2;80.7;22770;0,0;2.3
89151;Égriselles-le-Bocage;20,0;1387;22;58.5;79.9;22640;4.7;24.7
89152;Épineau-les-Voves;36.4;711;12;100.9;79.4;21350;1.8;10.9
89153;Épineuil;36.5;515;12;82.9;79.4;22690;3.5;0,0
89154;Escamps;13.8;853;12;38.4;80.6;22610;0,0;6.9
89155;Escolives-Sainte-Camille;52.5;714;16;94.9;81.7;23420;1.2;15,0
89156;Esnon;0,0;386;6;32,0;82.3;22950;0,0;11.1
89158;Étais-la-Sauvin;4.5;629;14;14,0;74.5;20510;6.1;4.5
89159;Étaule;34.5;392;18;44.1;71.7;23890;0,0;39.7
89160;Étigny;3.4;752;17;109.6;83.1;24060;43.3;48.3
89161;Étivey;70.8;186;6;6.6;74.8;23690;0,0;4.2
89162;Évry;23.1;398;10;87.7;79.4;24470;0,0;38.5
89163;La Ferté-Loupière;27.5;547;19;17.9;75,0;20700;0,0;25.5
89164;Festigny;0,0;92;1;16.5;73.9;N/A - secret statistique;0,0;0,0
89165;Flacy;0,0;122;2;9.8;72.1;22040;0,0;0,0
89167;Fleury-la-Vallée;43.1;1019;15;67.7;79.8;24060;6.2;13.8
89168;Fleys;1.6;175;13;21.4;79.6;23970;0,0;0,0
89169;Flogny-la-Chapelle;31.9;947;18;39.9;71.8;21750;23.4;23.4
89170;Foissy-lès-Vézelay;0,0;115;2;20.8;69.4;19090;0,0;33.3
89171;Foissy-sur-Vanne;34.8;286;13;18.2;76.7;19950;0,0;1.4
89172;Fontaine-la-Gaillarde;21.4;518;5;48.8;79.5;25520;0,0;0,0
89173;Fontaines;11.1;462;10;18.3;74,0;22180;0,0;38.9
89175;Fontenay-près-Chablis;0,0;136;19;26.9;85.7;30250;0,0;0,0
89176;Fontenay-près-Vézelay;10,0;136;6;8.8;82.7;21180;0,0;40,0
89177;Fontenay-sous-Fouronnes;42.9;81;2;6.6;75.5;N/A - secret statistique;0,0;0,0
89179;Fontenoy;84.4;293;13;18.4;72.4;20680;2.2;0,0
89180;Fouchères;99.1;460;11;31.2;77.2;24060;0,0;0,0
89181;Fournaudin;33.3;130;4;14.2;84.4;24170;0,0;0,0
89182;Fouronnes;4.5;182;7;10.2;80.7;22150;0,0;40.9
89183;Fresnes;0,0;62;3;12.5;73.5;N/A - secret statistique;0,0;0,0
89184;Fulvy;0,0;129;5;33.9;73.6;21140;0,0;0,0
89186;Germigny;5.3;531;14;44.7;74.6;23570;84.5;2.9
89187;Gigny;0,0;83;4;7.7;76.7;N/A - secret statistique;0,0;36.4
89188;Girolles;0,0;189;2;11.6;76.1;20710;0,0;50,0
89189;Gisy-les-Nobles;48.1;556;12;51,0;81.2;25070;0,0;5.8
89190;Givry;79.2;178;7;21.1;78.2;23220;0,0;0,0
89191;Gland;0,0;41;1;2.5;72.7;N/A - secret statistique;0,0;0,0
89194;Grimault;61.5;111;7;4.7;86.2;21230;0,0;23.1
89195;Gron;17.7;1260;41;107.4;77.2;24240;70.2;1.7
89196;Valravillon;15.4;1777;39;48,0;79.5;23650;16.7;10.3
89197;Guillon-Terre-Plaine;69.9;712;20;14.7;78.6;21750;0,0;6,0
89198;Gurgy;19.8;1724;34;131.4;77.9;24050;15.3;11.7
89199;Gy-l'Évêque;11.8;446;9;29.7;77.2;21950;17.6;29.4
89200;Hauterive;29.3;393;11;41.1;86.3;24970;53.7;4.9
89201;Héry;9.5;1789;36;84.4;77.6;25010;80.6;1.5
89202;Irancy;33.3;243;18;20.3;74.9;24150;2.2;0,0
89203;Island;14.3;188;4;9.1;79.5;25170;0,0;28.6
89204;L'Isle-sur-Serein;14.8;664;28;149.5;66.3;22230;4.8;0,0
89205;Jaulges;0,0;431;5;34.9;77.7;22810;0,0;30,0
89206;Joigny;35.5;9055;373;194,0;67.8;18260;21.3;1.9
89207;Jouancy;0,0;28;2;4.7;84.2;N/A - secret statistique;0,0;0,0
89208;Joux-la-Ville;11,0;1164;22;26.6;33.7;21470;3,0;8.6
89209;Jouy;2.2;519;14;29.5;76.9;24280;94.4;1,0
89210;Jully;0,0;123;5;6.2;89.8;22050;20,0;0,0
89211;Junay;0,0;64;1;17.6;74.2;N/A - secret statistique;0,0;0,0
89212;Jussy;83.9;355;5;48.8;82.2;23870;0,0;0,0
89214;Lailly;14.3;202;5;9,0;79.3;22020;0,0;14.3
89215;Lain;0,0;178;3;17.5;72.6;20550;0,0;0,0
89216;Lainsecq;21.1;324;10;13,0;75.1;19700;0,0;15.5
89217;Lalande;0,0;133;3;13.1;83.7;24740;0,0;0,0
89218;Laroche-Saint-Cydroine;31.4;1209;11;135.1;77.4;21700;0,0;17.6
89219;Lasson;7.1;142;7;20.1;70.7;22740;0,0;14.3
89220;Lavau;3.9;391;11;7.1;72.1;20240;10.4;0,0
89221;Leugny;7.7;317;13;23.8;82.9;22720;0,0;63.1
89222;Levis;0,0;222;5;18.4;75.4;20850;0,0;0,0
89223;Lézinnes;56.5;664;28;41.6;76.4;22330;8.8;26.4
89224;Lichères-près-Aigremont;94.1;156;2;9.5;79.8;21560;0,0;0,0
89225;Lichères-sur-Yonne;0,0;41;3;2.9;63.3;N/A - secret statistique;0,0;0,0
89226;Lignorelles;3.1;186;26;16.1;90.8;30230;0,0;0,0
89227;Ligny-le-Châtel;26.3;1211;38;44.1;80.1;23630;7.6;15.9
89228;Lindry;18,0;1334;20;87.6;81.7;24770;4,0;12,0
89229;Lixy;6,0;489;8;40.7;68.4;23790;0,0;0,0
89230;Looze;20.8;438;8;68.9;80.2;24600;4.2;54.2
89232;Lucy-le-Bois;4.3;322;6;30.4;75.9;21700;0,0;26.1
89233;Lucy-sur-Cure;0,0;206;2;19.5;82.6;18260;0,0;0,0
89234;Lucy-sur-Yonne;0,0;119;7;14.5;75.8;21510;0,0;66.7
89235;Magny;83.7;872;26;28.4;82.1;24060;5.4;6.4
89236;Maillot;55.3;1271;66;206,0;74.8;23040;23.1;15.9
89237;Mailly-la-Ville;7,0;494;13;20.8;78.6;21340;52.1;22.5
89238;Mailly-le-Château;2.7;523;9;14,0;66.2;20490;1.4;4.1
89239;Malay-le-Grand;57,0;1635;78;75,0;78.5;24140;12.4;16.2
89240;Malay-le-Petit;23.1;310;5;28.1;79,0;23370;0,0;46.2
89242;Maligny;30.3;780;34;35,0;83,0;23850;5.6;0,0
89244;Marmeaux;0,0;84;1;7.8;71.1;N/A - secret statistique;0,0;0,0
89245;Marsangy;19.6;858;10;58.4;74.5;25490;2.2;4.3
89246;Massangis;9,0;337;12;7.8;54.4;21120;26.9;3.8
89247;Mélisey;61.5;225;8;10.1;76.3;22040;0,0;15.4
89248;Menades;0,0;37;1;6.5;82.1;N/A - secret statistique;0,0;0,0
89249;Mercy;0,0;77;1;28.9;81.4;N/A - secret statistique;0,0;0,0
89250;Méré;7.7;168;4;14.2;73.3;20350;0,0;0,0
89251;Merry-la-Vallée;0,0;361;3;19.7;82.2;24340;0,0;0,0
89252;Merry-Sec;30.8;175;6;12.4;78.4;22350;0,0;0,0
89253;Merry-sur-Yonne;76.2;189;6;8,0;72,0;22290;0,0;0,0
89254;Mézilles;14.8;516;24;9.8;81.6;20850;6.7;2.2
89255;Michery;33.3;1080;15;63.3;79.8;24120;0,0;25.6
89256;Migé;30,0;392;12;26.8;80.6;22830;0,0;6.7
89257;Migennes;43.9;6878;214;414.8;67.9;17930;26.1;4,0
89259;Môlay;0,0;100;4;8.3;77.6;21780;57.1;0,0
89261;Molinons;55.1;272;8;22.7;82.8;22770;0,0;38.8
89262;Molosmes;55,0;160;7;6.5;80.6;22150;0,0;15,0
89263;Monéteau;51.2;4113;260;226.1;75.5;23080;29.4;6.6
89264;Montacher-Villegardin;17.1;719;12;24.6;81,0;23510;0,0;14.6
89265;Montigny-la-Resle;40,0;582;20;35.9;78.7;24650;0,0;26.2
89266;Montillot;0,0;251;11;11.2;73.8;20210;3.8;61.5
89267;Montréal;61.5;166;7;22.4;79.3;21860;0,0;0,0
89268;Mont-Saint-Sulpice;3.3;783;12;39.9;81,0;24240;3.3;16.7
89270;Mouffy;14.3;133;4;27.2;83.8;20000;0,0;0,0
89271;Moulins-en-Tonnerrois;63.6;108;4;7.1;71.9;22490;0,0;0,0
89272;Moulins-sur-Ouanne;9.7;279;12;27.4;73.5;22150;19.4;32.3
89273;Moutiers-en-Puisaye;22.6;270;10;8.6;75.4;20800;41.9;0,0
89274;Nailly;45.5;1329;22;61.5;79.6;23730;10.9;5.5
89276;Neuvy-Sautour;26.6;881;22;46.2;79.2;21610;38,0;12.7
89277;Nitry;74.7;372;24;10.7;81.1;24220;2,0;8.7
89278;Noé;16.7;563;6;65.8;80.5;23920;0,0;25,0
89279;Noyers;45.9;590;43;16.5;77.2;22480;6.8;8.2
89280;Nuits;51.9;372;10;32.1;73.4;21220;18.5;3.7
89281;Les Ormes;44.4;284;6;33.2;79.1;21280;0,0;0,0
89282;Ormoy;31.8;650;14;48.8;76.3;23940;55.8;0,0
89283;Ouanne;40.6;584;22;15.3;77.2;21690;7.8;14.1
89284;Pacy-sur-Armançon;83.3;180;4;13.5;67.4;23110;0,0;0,0
89285;Pailly;45.5;291;8;19.5;82.6;23760;0,0;0,0
89286;Parly;20,0;827;19;39.8;81.6;23740;7.3;14.5
89287;Paron;19.7;4855;67;461.9;75,0;21060;32.5;9,0
89288;Paroy-en-Othe;0,0;154;1;28.9;69.3;23940;0,0;0,0
89289;Paroy-sur-Tholon;4.3;297;6;70.5;81.8;23820;0,0;26.1
89290;Pasilly;0,0;50;2;5,0;75.9;N/A - secret statistique;0,0;0,0
89291;Passy;10.5;329;7;57.3;83.4;25730;15.8;10.5
89292;Percey;33.3;248;6;25.9;81.1;23470;0,0;0,0
89295;Perrigny;53.7;1254;60;99.4;75.7;25850;5.6;2.3
89296;Perrigny-sur-Armançon;0,0;125;4;8.9;73.1;20400;66.7;0,0
89297;Pierre-Perthuis;16.7;104;7;14.2;85.7;N/A - secret statistique;0,0;16.7
89298;Piffonds;33.8;588;19;24,0;79.9;23080;36.2;7.5
89299;Pimelles;36.4;62;5;6.3;69.4;N/A - secret statistique;0,0;27.3
89300;Pisy;0,0;80;3;6.6;75,0;N/A - secret statistique;0,0;0,0
89302;Plessis-Saint-Jean;0,0;218;3;19.8;76.7;24470;0,0;0,0
89303;Poilly-sur-Serein;15.4;243;12;11.4;76.6;20890;0,0;0,0
89304;Poilly-sur-Tholon;50,0;670;17;34.3;82.7;24300;0,0;12.5
89306;Pontaubert;50,0;361;7;92.3;76.8;24200;0,0;25,0
89307;Pontigny;13,0;774;18;64.9;80.6;23680;35,0;0,0
89308;Pont-sur-Vanne;41.7;205;9;19.6;85.7;22980;8.3;0,0
89309;Pont-sur-Yonne;21.5;3357;103;241.5;76.6;20950;20.7;7.6
89310;La Postolle;0,0;152;1;13.1;88,0;23560;0,0;0,0
89311;Pourrain;22.6;1284;25;53.9;80,0;24230;0,0;23.3
89312;Précy-le-Sec;0,0;238;7;15.1;82.8;22320;0,0;8.3
89313;Précy-sur-Vrin;80,0;430;9;20.3;74.3;23040;0,0;7.6
89314;Prégilbert;38.5;180;6;26.5;79.2;23490;0,0;0,0
89315;Préhy;77.7;164;22;11.7;79.4;25930;0,0;0,0
89316;Provency;27.8;249;6;21,0;81.4;22080;5.6;44.4
89318;Quarré-les-Tombes;33.3;621;27;13.5;78.3;21670;11.8;11.8
